REFERENCETIME,AIR_TEMPERATURE,PRECIPITATION,VISIBILITY,WIND_DIRECTION,WIND_SPEED
2016-01-01T00:30:00,4,0.0,50000,0,2.6
2016-01-01T01:00:00,4,0.02,50000,160,5.1
2016-01-01T01:30:00,5,0.02,50000,180,3.1
2016-01-01T02:00:00,5,0.0,50000,150,3.6
2016-01-01T03:00:00,5,0.0,50000,150,5.7
2016-01-01T03:30:00,5,0.0,50000,120,3.6
2016-01-01T04:00:00,5,0.0,50000,110,4.6
2016-01-01T04:30:00,5,0.0,50000,140,5.7
2016-01-01T05:00:00,5,0.0,50000,150,6.2
2016-01-01T05:30:00,5,0.0,50000,140,4.6
2016-01-01T06:00:00,5,0.04,50000,130,5.1
2016-01-01T06:30:00,5,0.04,50000,60,1.5
2016-01-01T07:00:00,5,0.0,50000,140,4.6
2016-01-01T07:30:00,5,0.0,50000,0,3.1
2016-01-01T08:00:00,6,0.0,50000,0,2.6
2016-01-01T08:30:00,6,0.0,50000,170,3.6
2016-01-01T09:00:00,6,0.0,50000,150,6.2
2016-01-01T09:30:00,6,0.0,50000,130,6.2
2016-01-01T10:00:00,6,0.0,50000,130,5.7
2016-01-01T10:30:00,6,0.0,50000,130,10.3
2016-01-01T11:00:00,6,0.05,50000,130,9.3
2016-01-01T11:30:00,6,0.05,50000,70,3.6
2016-01-01T12:00:00,6,0.0,50000,140,7.2
2016-01-01T12:30:00,6,0.0,50000,170,7.7
2016-01-01T13:00:00,6,0.0,50000,70,1.5
2016-01-01T13:30:00,6,0.0,50000,90,4.6
2016-01-01T14:00:00,5,0.03,50000,70,3.1
2016-01-01T14:30:00,6,0.03,50000,90,3.1
2016-01-01T15:00:00,6,0.02,50000,160,3.1
2016-01-01T15:30:00,6,0.02,50000,120,2.6
2016-01-01T16:00:00,5,0.0,38025,130,1.5
2016-01-01T16:30:00,5,0.0,38025,60,1.5
2016-01-01T17:00:00,5,0.0,50000,90,2.6
2016-01-01T17:30:00,5,0.0,50000,120,3.1
2016-01-01T18:00:00,5,0.07,50000,90,3.6
2016-01-01T18:30:00,5,0.07,50000,110,3.1
2016-01-01T19:00:00,5,0.0,50000,110,3.6
2016-01-01T19:30:00,4,0.0,50000,120,4.1
2016-01-01T20:00:00,4,0.01,50000,120,3.6
2016-01-01T20:30:00,4,0.01,50000,110,3.6
2016-01-01T21:00:00,3,0.06,50000,110,4.6
2016-01-01T21:30:00,4,0.06,50000,120,3.6
2016-01-01T22:00:00,4,0.0,50000,100,3.6
2016-01-01T22:30:00,4,0.0,50000,100,3.6
2016-01-01T23:00:00,3,0.03,50000,120,3.6
2016-01-01T23:30:00,3,0.03,50000,120,3.1
2016-01-02T00:00:00,3,0.01,50000,140,4.6
2016-01-02T01:00:00,3,0.0,50000,110,5.7
2016-01-02T02:00:00,4,0.06,50000,110,6.2
2016-01-02T03:00:00,4,0.0,50000,110,7.7
2016-01-02T04:00:00,4,0.0,50000,100,6.2
2016-01-02T04:30:00,4,0.0,50000,110,6.2
2016-01-02T05:00:00,4,0.05,50000,110,7.2
2016-01-02T05:30:00,3,0.05,50000,110,5.1
2016-01-02T06:00:00,4,0.0,50000,130,6.7
2016-01-02T06:30:00,3,0.0,50000,130,7.7
2016-01-02T07:00:00,3,0.0,50000,120,6.7
2016-01-02T07:30:00,3,0.0,50000,120,6.2
2016-01-02T08:00:00,3,0.05,50000,150,6.7
2016-01-02T08:30:00,3,0.05,50000,120,8.2
2016-01-02T09:00:00,3,0.0,50000,120,6.7
2016-01-02T09:30:00,2,0.0,50000,120,7.7
2016-01-02T10:00:00,2,0.0,50000,130,8.7
2016-01-02T10:30:00,2,0.0,50000,140,7.2
2016-01-02T11:00:00,2,0.0,50000,140,7.2
2016-01-02T11:30:00,2,0.0,50000,130,7.7
2016-01-02T12:00:00,2,0.0,50000,130,6.7
2016-01-02T12:30:00,2,0.0,50000,130,8.7
2016-01-02T13:00:00,1,0.03,47035,130,9.3
2016-01-02T13:30:00,1,0.03,47035,140,6.2
2016-01-02T14:00:00,0,0.01,50000,130,8.7
2016-01-02T14:30:00,0,0.01,50000,130,8.7
2016-01-02T15:00:00,-1,0.07,50000,120,8.2
2016-01-02T15:30:00,-1,0.07,50000,130,8.7
2016-01-02T16:00:00,-2,0.0,50000,130,7.2
2016-01-02T16:30:00,-2,0.0,50000,140,7.2
2016-01-02T17:00:00,-2,0.06,50000,130,7.7
2016-01-02T17:30:00,-2,0.06,50000,110,5.7
2016-01-02T18:00:00,-2,0.02,50000,130,7.2
2016-01-02T18:30:00,-2,0.02,50000,0,4.1
2016-01-02T19:00:00,-2,0.01,50000,100,4.1
2016-01-02T19:30:00,-2,0.01,50000,120,4.1
2016-01-02T20:00:00,-2,0.03,50000,130,4.6
2016-01-02T20:30:00,-2,0.03,50000,130,3.6
2016-01-02T21:00:00,-2,0.0,50000,130,3.1
2016-01-02T21:30:00,-2,0.0,50000,140,5.1
2016-01-02T22:00:00,-2,0.0,50000,140,6.7
2016-01-02T22:30:00,-2,0.0,50000,150,5.7
2016-01-03T00:00:00,-3,0.05,50000,140,7.7
2016-01-03T01:00:00,-4,0.03,50000,130,3.6
2016-01-03T02:00:00,-4,0.0,50000,130,5.7
2016-01-03T03:00:00,-4,0.0,50000,140,12.3
2016-01-03T04:00:00,-5,0.09,50000,130,7.2
2016-01-03T05:00:00,-5,0.0,50000,130,9.8
2016-01-03T05:30:00,-6,0.0,50000,140,12.9
2016-01-03T06:00:00,-5,0.0,50000,130,12.3
2016-01-03T06:30:00,-5,0.0,50000,120,11.3
2016-01-03T07:00:00,-5,0.1,50000,130,13.4
2016-01-03T07:30:00,-5,0.1,50000,140,12.9
2016-01-03T08:00:00,-5,0.02,50000,140,11.8
2016-01-03T08:30:00,-5,0.02,50000,120,8.7
2016-01-03T09:00:00,-5,0.0,50000,130,8.7
2016-01-03T09:30:00,-5,0.0,50000,130,5.7
2016-01-03T10:00:00,-5,0.09,50000,150,3.6
2016-01-03T10:30:00,-5,0.09,50000,100,4.1
2016-01-03T11:00:00,-5,0.0,50000,110,5.1
2016-01-03T11:30:00,-4,0.0,50000,100,3.1
2016-01-03T12:00:00,-4,0.0,49212,110,4.6
2016-01-03T12:30:00,-4,0.0,49212,100,4.1
2016-01-03T13:00:00,-4,0.0,50000,120,4.1
2016-01-03T13:30:00,-4,0.0,50000,110,6.2
2016-01-03T14:00:00,-4,0.01,50000,120,6.7
2016-01-03T14:30:00,-4,0.01,50000,130,6.2
2016-01-03T15:00:00,-4,0.02,50000,140,6.7
2016-01-03T15:30:00,-4,0.02,50000,110,5.1
2016-01-03T16:00:00,-5,0.01,50000,130,8.2
2016-01-03T16:30:00,-5,0.01,50000,140,8.2
2016-01-03T17:00:00,-4,0.0,50000,130,7.2
2016-01-03T17:30:00,-4,0.0,50000,110,4.1
2016-01-03T18:00:00,-5,0.08,50000,120,6.2
2016-01-03T18:30:00,-6,0.08,50000,110,5.7
2016-01-03T19:00:00,-6,0.0,32274,80,4.6
2016-01-03T19:30:00,-6,0.0,32274,90,4.1
2016-01-03T20:00:00,-6,0.07,50000,90,4.1
2016-01-03T20:30:00,-7,0.07,50000,80,5.1
2016-01-03T21:00:00,-7,0.0,50000,80,6.2
2016-01-03T21:30:00,-7,0.0,50000,80,6.7
2016-01-03T22:00:00,-7,0.07,50000,80,5.7
2016-01-03T22:30:00,-7,0.07,50000,80,5.7
2016-01-03T23:00:00,-7,0.0,50000,80,5.1
2016-01-04T00:00:00,-8,0.04,50000,80,5.7
2016-01-04T00:30:00,-8,0.04,50000,80,5.7
2016-01-04T01:00:00,-8,0.0,50000,80,5.1
2016-01-04T03:00:00,-8,0.05,50000,70,4.6
2016-01-04T04:00:00,-7,0.0,50000,80,4.6
2016-01-04T04:30:00,-7,0.0,50000,90,6.2
2016-01-04T05:00:00,-8,0.0,50000,90,4.6
2016-01-04T05:30:00,-8,0.0,50000,90,5.1
2016-01-04T06:00:00,-7,0.0,50000,90,5.7
2016-01-04T06:30:00,-8,0.0,50000,100,4.1
2016-01-04T07:00:00,-8,0.0,50000,90,4.1
2016-01-04T07:30:00,-8,0.0,50000,100,3.6
2016-01-04T08:00:00,-8,0.03,50000,90,3.6
2016-01-04T08:30:00,-8,0.03,50000,100,4.1
2016-01-04T09:00:00,-9,0.01,22507,70,3.6
2016-01-04T09:30:00,-9,0.01,22507,90,3.1
2016-01-04T10:00:00,-9,0.02,26964,110,3.1
2016-01-04T10:30:00,-9,0.02,26964,80,3.1
2016-01-04T11:00:00,-7,0.0,50000,120,3.6
2016-01-04T11:30:00,-6,0.0,50000,110,5.1
2016-01-04T12:00:00,-6,0.0,44522,130,4.1
2016-01-04T12:30:00,-6,0.0,44522,120,6.2
2016-01-04T13:00:00,-6,0.0,50000,110,6.7
2016-01-04T13:30:00,-6,0.0,50000,100,5.7
2016-01-04T14:00:00,-6,0.04,50000,100,7.2
2016-01-04T14:30:00,-6,0.04,50000,110,6.2
2016-01-04T15:00:00,-6,0.02,50000,100,7.2
2016-01-04T15:30:00,-6,0.02,50000,110,7.7
2016-01-04T16:00:00,-6,0.01,50000,110,7.2
2016-01-04T16:30:00,-6,0.01,50000,110,6.7
2016-01-04T17:00:00,-6,0.0,50000,120,6.2
2016-01-04T17:30:00,-6,0.0,50000,120,6.2
2016-01-04T18:00:00,-6,0.0,50000,120,5.7
2016-01-04T18:30:00,-6,0.0,50000,130,7.2
2016-01-04T19:00:00,-6,0.13,50000,130,5.1
2016-01-04T19:30:00,-6,0.13,50000,130,5.7
2016-01-04T20:00:00,-6,0.0,50000,120,5.1
2016-01-04T20:30:00,-6,0.0,50000,110,5.1
2016-01-04T21:00:00,-6,0.0,50000,120,5.1
2016-01-04T21:30:00,-6,0.0,50000,110,4.6
2016-01-04T22:00:00,-6,0.0,50000,140,9.8
2016-01-04T22:30:00,-6,0.0,50000,130,8.2
2016-01-04T23:30:00,-6,0.06,50000,110,7.7
2016-01-05T00:00:00,-6,0.0,50000,110,7.2
2016-01-05T00:30:00,-6,0.0,50000,110,7.2
2016-01-05T01:00:00,-6,0.02,50000,110,7.2
2016-01-05T02:00:00,-7,0.0,50000,130,6.2
2016-01-05T04:00:00,-7,0.0,50000,110,6.7
2016-01-05T04:30:00,-7,0.0,50000,110,6.7
2016-01-05T05:00:00,-6,0.0,50000,120,6.7
2016-01-05T05:30:00,-6,0.0,50000,110,6.2
2016-01-05T06:00:00,-6,0.02,50000,110,6.2
2016-01-05T06:30:00,-6,0.02,50000,110,5.7
2016-01-05T07:00:00,-6,0.0,50000,110,4.6
2016-01-05T07:30:00,-6,0.0,50000,110,5.7
2016-01-05T08:00:00,-6,0.05,50000,110,5.1
2016-01-05T08:30:00,-6,0.05,50000,120,3.1
2016-01-05T09:00:00,-6,0.04,50000,130,3.6
2016-01-05T09:30:00,-6,0.04,50000,120,3.6
2016-01-05T10:00:00,-6,0.03,50000,90,3.1
2016-01-05T10:30:00,-6,0.03,50000,90,4.1
2016-01-05T11:00:00,-5,0.0,50000,110,4.6
2016-01-05T11:30:00,-6,0.0,50000,100,5.7
2016-01-05T12:00:00,-5,0.0,50000,110,5.7
2016-01-05T12:30:00,-6,0.0,50000,120,5.7
2016-01-05T13:00:00,-6,0.0,50000,110,5.1
2016-01-05T13:30:00,-6,0.0,50000,120,4.6
2016-01-05T14:00:00,-7,0.04,50000,100,3.6
2016-01-05T14:30:00,-7,0.04,50000,100,5.1
2016-01-05T15:00:00,-7,0.0,50000,80,4.1
2016-01-05T15:30:00,-8,0.0,50000,80,4.6
2016-01-05T16:00:00,-8,0.02,50000,80,4.1
2016-01-05T16:30:00,-9,0.02,50000,100,4.1
2016-01-05T17:00:00,-9,0.05,46652,90,4.1
2016-01-05T17:30:00,-9,0.05,46652,100,3.1
2016-01-05T18:00:00,-9,0.0,50000,110,3.6
2016-01-05T18:30:00,-10,0.0,50000,120,2.1
2016-01-05T19:00:00,-10,0.02,50000,110,3.6
2016-01-05T19:30:00,-10,0.02,50000,120,3.6
2016-01-05T20:00:00,-10,0.04,50000,110,2.6
2016-01-05T20:30:00,-10,0.04,50000,100,5.1
2016-01-05T21:00:00,-10,0.0,49412,100,4.6
2016-01-05T21:30:00,-11,0.0,49412,110,5.1
2016-01-05T22:00:00,-11,0.04,50000,110,4.6
2016-01-05T22:30:00,-11,0.04,50000,120,4.1
2016-01-05T23:00:00,-12,0.04,50000,130,4.6
2016-01-05T23:30:00,-12,0.04,50000,130,3.6
2016-01-06T00:00:00,-12,0.0,50000,120,4.1
2016-01-06T01:00:00,-12,0.01,50000,130,3.6
2016-01-06T02:00:00,-12,0.01,50000,110,4.1
2016-01-06T04:00:00,-12,0.03,50000,110,3.6
2016-01-06T05:00:00,-12,0.01,50000,130,4.1
2016-01-06T05:30:00,-12,0.01,50000,140,3.6
2016-01-06T06:00:00,-13,0.0,50000,140,3.6
2016-01-06T06:30:00,-12,0.0,50000,130,3.6
2016-01-06T07:00:00,-12,0.05,50000,130,3.6
2016-01-06T07:30:00,-13,0.05,50000,140,3.6
2016-01-06T08:00:00,-13,0.0,50000,140,3.6
2016-01-06T08:30:00,-14,0.0,50000,140,3.1
2016-01-06T09:00:00,-14,0.0,50000,140,3.6
2016-01-06T09:30:00,-13,0.0,50000,140,3.6
2016-01-06T10:00:00,-13,0.04,50000,130,4.1
2016-01-06T10:30:00,-12,0.04,50000,140,3.1
2016-01-06T11:00:00,-12,0.0,50000,130,4.1
2016-01-06T11:30:00,-12,0.0,50000,140,3.1
2016-01-06T12:00:00,-12,0.02,50000,130,3.1
2016-01-06T12:30:00,-12,0.02,50000,130,4.1
2016-01-06T13:00:00,-12,0.0,50000,120,3.6
2016-01-06T13:30:00,-11,0.0,50000,130,3.6
2016-01-06T14:00:00,-11,0.0,50000,120,3.6
2016-01-06T14:30:00,-11,0.0,50000,120,3.6
2016-01-06T15:00:00,-11,0.05,50000,120,4.1
2016-01-06T15:30:00,-11,0.05,50000,120,4.1
2016-01-06T16:00:00,-11,0.01,50000,120,4.6
2016-01-06T16:30:00,-10,0.01,50000,120,4.6
2016-01-06T17:00:00,-10,0.0,50000,120,4.1
2016-01-06T17:30:00,-10,0.0,50000,120,4.1
2016-01-06T18:00:00,-10,0.0,50000,120,3.6
2016-01-06T18:30:00,-10,0.0,50000,120,4.1
2016-01-06T19:00:00,-10,0.0,50000,130,3.6
2016-01-06T19:30:00,-11,0.0,50000,110,3.6
2016-01-06T20:00:00,-11,0.04,50000,110,3.6
2016-01-06T20:30:00,-11,0.04,50000,100,3.1
2016-01-06T21:00:00,-11,0.03,50000,120,3.6
2016-01-06T21:30:00,-11,0.03,50000,110,3.6
2016-01-06T22:00:00,-10,0.02,50000,120,3.6
2016-01-06T22:30:00,-10,0.02,50000,120,4.1
2016-01-06T23:00:00,-10,0.0,50000,110,4.6
2016-01-06T23:30:00,-10,0.0,50000,110,4.6
2016-01-07T00:00:00,-10,0.03,50000,120,4.1
2016-01-07T00:30:00,-10,0.03,50000,110,5.1
2016-01-07T01:00:00,-10,0.0,50000,110,4.1
2016-01-07T01:30:00,-10,0.0,50000,110,4.6
2016-01-07T02:00:00,-10,0.02,50000,110,4.1
2016-01-07T02:30:00,-10,0.02,50000,110,4.6
2016-01-07T04:00:00,-9,0.0,50000,100,5.1
2016-01-07T04:30:00,-10,0.0,50000,110,5.7
2016-01-07T05:00:00,-10,0.03,50000,110,4.6
2016-01-07T05:30:00,-10,0.03,50000,120,4.6
2016-01-07T06:00:00,-9,0.0,50000,110,4.6
2016-01-07T06:30:00,-9,0.0,50000,110,4.6
2016-01-07T07:00:00,-9,0.0,50000,110,4.6
2016-01-07T07:30:00,-10,0.0,50000,110,5.7
2016-01-07T08:00:00,-9,0.05,50000,110,5.1
2016-01-07T08:30:00,-10,0.05,50000,110,5.1
2016-01-07T09:00:00,-10,0.02,50000,110,5.7
2016-01-07T09:30:00,-10,0.02,50000,120,4.1
2016-01-07T10:00:00,-10,0.0,50000,110,4.6
2016-01-07T10:30:00,-9,0.0,50000,110,4.1
2016-01-07T11:00:00,-10,0.04,50000,100,4.6
2016-01-07T11:30:00,-10,0.04,50000,110,4.6
2016-01-07T12:00:00,-10,0.0,50000,120,4.6
2016-01-07T12:30:00,-10,0.0,50000,110,4.6
2016-01-07T13:00:00,-10,0.0,50000,110,4.1
2016-01-07T13:30:00,-11,0.0,50000,110,5.1
2016-01-07T14:00:00,-11,0.02,50000,110,5.7
2016-01-07T14:30:00,-11,0.02,50000,120,5.1
2016-01-07T15:00:00,-12,0.06,50000,110,5.7
2016-01-07T15:30:00,-13,0.06,50000,120,5.1
2016-01-07T16:00:00,-13,0.01,50000,110,5.1
2016-01-07T16:30:00,-13,0.01,50000,110,5.1
2016-01-07T17:00:00,-13,0.0,50000,110,5.1
2016-01-07T17:30:00,-14,0.0,50000,120,4.6
2016-01-07T18:00:00,-14,0.01,50000,120,4.6
2016-01-07T18:30:00,-14,0.01,50000,110,4.6
2016-01-07T19:00:00,-14,0.02,50000,120,5.1
2016-01-07T19:30:00,-15,0.02,50000,110,4.6
2016-01-07T20:00:00,-15,0.0,50000,110,5.7
2016-01-07T20:30:00,-15,0.0,50000,120,4.1
2016-01-07T21:00:00,-15,0.03,50000,120,5.1
2016-01-07T21:30:00,-15,0.03,50000,120,4.1
2016-01-07T22:00:00,-15,0.0,50000,120,4.1
2016-01-07T22:30:00,-15,0.0,50000,120,4.6
2016-01-07T23:00:00,-15,0.02,50000,110,4.6
2016-01-07T23:30:00,-15,0.02,50000,120,4.6
2016-01-08T00:00:00,-16,0.04,50000,130,3.6
2016-01-08T01:00:00,-16,0.0,50000,120,2.6
2016-01-08T03:00:00,-17,0.06,50000,140,2.6
2016-01-08T03:30:00,-17,0.06,50000,140,3.1
2016-01-08T04:00:00,-17,0.0,50000,140,2.6
2016-01-08T04:30:00,-17,0.0,50000,140,2.6
2016-01-08T05:00:00,-18,0.02,50000,140,3.1
2016-01-08T05:30:00,-18,0.02,50000,130,3.6
2016-01-08T06:00:00,-18,0.0,50000,140,3.1
2016-01-08T06:30:00,-18,0.0,50000,140,3.1
2016-01-08T07:00:00,-18,0.0,37256,140,3.1
2016-01-08T07:30:00,-18,0.0,37256,140,3.1
2016-01-08T08:00:00,-18,0.04,45141,130,3.1
2016-01-08T08:30:00,-18,0.04,45141,140,3.1
2016-01-08T09:00:00,-18,0.02,48057,140,3.6
2016-01-08T09:30:00,-18,0.02,48057,130,3.6
2016-01-08T10:00:00,-18,0.0,45863,140,3.6
2016-01-08T10:30:00,-17,0.0,45863,140,3.6
2016-01-08T11:00:00,-17,0.0,36388,140,3.6
2016-01-08T11:30:00,-17,0.0,36388,140,3.6
2016-01-08T12:00:00,-16,0.0,37425,130,3.1
2016-01-08T12:30:00,-15,0.0,37425,130,3.1
2016-01-08T13:00:00,-15,0.0,43015,130,3.1
2016-01-08T13:30:00,-16,0.0,43015,140,3.6
2016-01-08T14:00:00,-16,0.07,38115,130,3.6
2016-01-08T14:30:00,-15,0.07,38115,110,3.6
2016-01-08T15:00:00,-15,0.03,43741,110,4.6
2016-01-08T15:30:00,-16,0.03,43741,120,3.6
2016-01-08T16:00:00,-16,0.0,42700,110,3.1
2016-01-08T16:30:00,-16,0.0,42700,120,3.1
2016-01-08T17:00:00,-17,0.03,29854,140,3.6
2016-01-08T17:30:00,-16,0.03,29854,120,3.1
2016-01-08T18:00:00,-16,0.0,32284,100,3.6
2016-01-08T18:30:00,-16,0.0,32284,100,3.6
2016-01-08T19:00:00,-16,0.05,49003,120,3.1
2016-01-08T19:30:00,-17,0.05,49003,130,3.1
2016-01-08T20:00:00,-17,0.0,50000,130,3.6
2016-01-08T20:30:00,-17,0.0,50000,130,4.1
2016-01-08T21:00:00,-17,0.0,50000,140,3.6
2016-01-08T21:30:00,-17,0.0,50000,130,4.1
2016-01-08T22:00:00,-17,0.06,50000,140,4.1
2016-01-08T22:30:00,-17,0.06,50000,130,4.1
2016-01-08T23:00:00,-17,0.0,50000,130,4.1
2016-01-08T23:30:00,-18,0.0,50000,130,4.1
2016-01-09T00:00:00,-18,0.01,50000,140,3.6
2016-01-09T00:30:00,-17,0.01,50000,130,4.6
2016-01-09T01:00:00,-18,0.0,50000,140,5.1
2016-01-09T01:30:00,-18,0.0,50000,150,3.1
2016-01-09T02:00:00,-17,0.03,50000,140,4.1
2016-01-09T03:00:00,-17,0.0,50000,140,4.6
2016-01-09T04:00:00,-16,0.0,50000,130,5.1
2016-01-09T05:00:00,-16,0.03,50000,130,3.6
2016-01-09T05:30:00,-17,0.03,50000,130,4.1
2016-01-09T06:00:00,-17,0.0,50000,140,4.1
2016-01-09T06:30:00,-16,0.0,50000,140,4.6
2016-01-09T07:00:00,-16,0.0,48694,120,3.1
2016-01-09T07:30:00,-17,0.0,48694,130,3.1
2016-01-09T08:00:00,-16,0.02,50000,120,3.1
2016-01-09T08:30:00,-17,0.02,50000,90,2.6
2016-01-09T09:00:00,-16,0.0,50000,120,3.1
2016-01-09T09:30:00,-16,0.0,50000,130,2.6
2016-01-09T10:00:00,-16,0.04,50000,100,2.6
2016-01-09T10:30:00,-15,0.04,50000,130,4.1
2016-01-09T11:00:00,-15,0.01,48954,130,3.1
2016-01-09T11:30:00,-14,0.01,48954,120,2.6
2016-01-09T12:00:00,-14,0.0,48195,130,3.1
2016-01-09T12:30:00,-13,0.0,48195,120,4.6
2016-01-09T13:00:00,-13,0.0,47981,140,4.6
2016-01-09T13:30:00,-13,0.0,47981,120,5.7
2016-01-09T14:00:00,-13,0.0,44661,130,4.6
2016-01-09T14:30:00,-13,0.0,44661,130,5.1
2016-01-09T15:00:00,-13,0.03,50000,130,5.7
2016-01-09T15:30:00,-13,0.03,50000,130,5.1
2016-01-09T16:00:00,-13,0.0,50000,140,4.6
2016-01-09T16:30:00,-13,0.0,50000,130,5.1
2016-01-09T17:00:00,-11,0.0,50000,110,5.7
2016-01-09T17:30:00,-12,0.0,50000,110,6.2
2016-01-09T18:00:00,-12,0.01,50000,110,6.2
2016-01-09T18:30:00,-12,0.01,50000,100,6.7
2016-01-09T19:00:00,-12,0.0,50000,110,6.7
2016-01-09T19:30:00,-12,0.0,50000,100,6.7
2016-01-09T20:00:00,-12,0.0,50000,110,5.1
2016-01-09T20:30:00,-12,0.0,50000,120,5.7
2016-01-09T21:00:00,-12,0.03,50000,120,4.6
2016-01-09T21:30:00,-11,0.03,50000,120,4.6
2016-01-09T22:00:00,-12,0.0,50000,120,2.6
2016-01-09T22:30:00,-12,0.0,50000,100,2.6
2016-01-09T23:00:00,-11,0.0,50000,90,4.6
2016-01-09T23:30:00,-11,0.0,50000,100,4.6
2016-01-10T00:00:00,-11,0.1,50000,100,4.1
2016-01-10T01:00:00,-10,0.0,50000,100,5.1
2016-01-10T02:00:00,-9,0.0,50000,80,6.2
2016-01-10T03:00:00,-9,0.0,50000,80,6.2
2016-01-10T04:00:00,-8,0.02,50000,90,5.7
2016-01-10T04:30:00,-8,0.02,50000,100,5.7
2016-01-10T05:00:00,-7,0.0,50000,100,6.2
2016-01-10T05:30:00,-7,0.0,50000,90,7.7
2016-01-10T06:00:00,-6,0.0,50000,90,7.2
2016-01-10T06:30:00,-6,0.0,50000,120,6.2
2016-01-10T07:00:00,-5,0.0,50000,100,8.2
2016-01-10T07:30:00,-5,0.0,50000,90,7.7
2016-01-10T08:00:00,-5,0.0,50000,90,7.7
2016-01-10T08:30:00,-5,0.0,50000,100,8.2
2016-01-10T09:00:00,-5,0.05,50000,110,10.3
2016-01-10T09:30:00,-5,0.05,50000,120,11.3
2016-01-10T10:00:00,-5,0.0,50000,120,8.7
2016-01-10T10:30:00,-5,0.0,50000,120,9.3
2016-01-10T11:00:00,-5,0.0,50000,130,8.7
2016-01-10T11:30:00,-4,0.0,50000,120,8.7
2016-01-10T12:00:00,-4,0.0,50000,120,9.8
2016-01-10T12:30:00,-4,0.0,50000,130,7.7
2016-01-10T13:00:00,-4,0.02,50000,120,8.7
2016-01-10T13:30:00,-4,0.02,50000,120,7.7
2016-01-10T14:00:00,-4,0.0,50000,110,7.2
2016-01-10T14:30:00,-4,0.0,50000,110,7.2
2016-01-10T15:00:00,-4,0.07,46193,120,10.8
2016-01-10T15:30:00,-4,0.07,46193,120,12.3
2016-01-10T16:00:00,-3,0.0,50000,120,11.3
2016-01-10T16:30:00,-3,0.0,50000,120,13.4
2016-01-10T17:00:00,-4,0.0,9692,120,10.8
2016-01-10T17:30:00,-3,0.0,9692,110,7.7
2016-01-10T18:00:00,-3,0.0,5334,120,7.2
2016-01-10T18:30:00,-3,0.0,5334,120,8.7
2016-01-10T19:00:00,-2,0.04,50000,130,8.2
2016-01-10T19:30:00,-2,0.04,50000,120,9.3
2016-01-10T20:00:00,-2,0.0,50000,110,9.3
2016-01-10T20:30:00,-2,0.0,50000,110,9.8
2016-01-10T21:00:00,-2,0.0,50000,120,9.3
2016-01-10T21:30:00,-1,0.0,50000,110,8.7
2016-01-10T22:00:00,-1,0.01,50000,110,8.7
2016-01-10T22:30:00,-1,0.01,50000,110,8.7
2016-01-10T23:00:00,-1,0.0,50000,110,8.2
2016-01-10T23:30:00,-1,0.0,50000,110,8.2
2016-01-11T00:00:00,-1,0.08,50000,100,6.2
2016-01-11T01:00:00,-1,0.0,50000,120,8.7
2016-01-11T02:00:00,0,0.0,50000,120,7.2
2016-01-11T03:00:00,0,0.0,50000,110,7.2
2016-01-11T04:00:00,0,0.14,50000,130,7.7
2016-01-11T04:30:00,0,0.14,50000,110,7.2
2016-01-11T05:00:00,0,0.0,50000,120,7.2
2016-01-11T05:30:00,0,0.0,50000,120,7.2
2016-01-11T06:00:00,1,0.01,50000,120,9.3
2016-01-11T06:30:00,1,0.01,50000,120,8.7
2016-01-11T07:00:00,0,0.06,50000,120,8.7
2016-01-11T07:30:00,1,0.06,50000,120,8.2
2016-01-11T08:00:00,1,0.0,50000,120,8.2
2016-01-11T08:30:00,0,0.0,50000,120,6.7
2016-01-11T09:00:00,0,0.0,50000,110,7.7
2016-01-11T09:30:00,0,0.0,50000,120,7.2
2016-01-11T10:00:00,0,0.0,50000,110,6.2
2016-01-11T10:30:00,0,0.0,50000,110,5.7
2016-01-11T11:00:00,0,0.11,50000,120,5.1
2016-01-11T11:30:00,0,0.11,50000,120,6.7
2016-01-11T12:00:00,0,0.0,50000,120,5.7
2016-01-11T12:30:00,0,0.0,50000,120,4.1
2016-01-11T13:00:00,0,0.08,50000,130,5.7
2016-01-11T13:30:00,0,0.08,50000,130,7.7
2016-01-11T14:00:00,0,0.0,50000,130,6.7
2016-01-11T14:30:00,0,0.0,50000,100,5.1
2016-01-11T15:00:00,0,0.0,50000,100,7.2
2016-01-11T15:30:00,-1,0.0,50000,120,7.2
2016-01-11T16:00:00,-1,0.09,50000,110,7.2
2016-01-11T16:30:00,-1,0.09,50000,130,8.7
2016-01-11T17:00:00,-1,0.0,50000,120,7.7
2016-01-11T17:30:00,-2,0.0,50000,90,6.7
2016-01-11T18:00:00,-2,0.01,50000,100,6.7
2016-01-11T18:30:00,-2,0.01,50000,100,8.2
2016-01-11T19:00:00,-2,0.01,50000,90,6.7
2016-01-11T19:30:00,-2,0.01,50000,100,5.1
2016-01-11T20:00:00,-3,0.0,50000,80,7.7
2016-01-11T20:30:00,-3,0.0,50000,90,6.7
2016-01-11T21:00:00,-3,0.05,49566,80,6.7
2016-01-11T21:30:00,-3,0.05,49566,80,8.2
2016-01-11T22:00:00,-3,0.0,50000,90,5.1
2016-01-11T22:30:00,-4,0.0,50000,80,7.7
2016-01-11T23:00:00,-4,0.06,50000,80,6.7
2016-01-11T23:30:00,-4,0.06,50000,80,7.7
2016-01-12T00:00:00,-4,0.02,50000,90,7.2
2016-01-12T00:30:00,-4,0.02,50000,80,8.7
