DEP_ARR,AIRLINE_IATA,FLIGHT_ID,TO_FROM,INT_DOM_SCHENGEN,GATE_STAND,CANCELLED,SOBT_SIBT,ATOT_ALDT,AOBT_AIBT,WEEKDAY,DELAY
ARRIVAL,EW,EW4196,HAM,S,47,,2016-03-01T20:15:00,2016-03-01T20:05:00,2016-03-01T20:09:00,1,-6.0
ARRIVAL,SK,SK1470,CPH,S,43,,2016-03-01T20:15:00,2016-03-01T20:11:00,2016-03-01T20:17:00,1,2.0
DEPARTURE,SK,SK291,BGO,D,A19,,2016-03-01T20:15:00,2016-03-01T20:31:00,2016-03-01T20:17:00,1,2.0
DEPARTURE,SK,SK380,TRD,D,A17,,2016-03-01T20:15:00,2016-03-01T21:51:00,2016-03-01T21:47:00,1,92.0
DEPARTURE,SK,SK815,LHR,I,F20,,2016-03-01T20:15:00,2016-03-01T20:21:00,2016-03-01T20:14:00,1,-1.0
ARRIVAL,SK,SK883,ARN,S,42,,2016-03-01T20:15:00,2016-03-01T20:07:00,2016-03-01T20:11:00,1,-4.0
DEPARTURE,AY,AY658,HEL,S,E10,,2016-03-01T20:20:00,2016-03-01T20:40:00,2016-03-01T20:17:00,1,-3.0
ARRIVAL,DY,DY547,SVG,D,26,,2016-03-01T20:20:00,2016-03-01T20:30:00,2016-03-01T20:33:00,1,13.0
DEPARTURE,DY,DY770,TRD,D,A20,,2016-03-01T20:20:00,2016-03-01T22:25:00,2016-03-01T21:45:00,1,85.0
ARRIVAL,DY,DY949,CPH,S,20,,2016-03-01T20:20:00,2016-03-01T20:09:00,2016-03-01T20:11:00,1,-9.0
DEPARTURE,SK,SK4055,SVG,D,A8,,2016-03-01T20:20:00,2016-03-01T20:36:00,2016-03-01T20:25:00,1,5.0
DEPARTURE,SK,SK4098,EVE,D,A12,,2016-03-01T20:20:00,2016-03-01T20:39:00,2016-03-01T20:26:00,1,6.0
ARRIVAL,SK,SK379,TRD,D,11,,2016-03-01T20:25:00,2016-03-01T20:14:00,2016-03-01T20:16:00,1,-9.0
DEPARTURE,DY,DY280,KRS,D,B2,,2016-03-01T20:30:00,2016-03-01T20:46:00,2016-03-01T20:28:00,1,-2.0
DEPARTURE,BA,BA769,LHR,I,F21,,2016-03-01T20:35:00,2016-03-01T21:30:00,2016-03-01T21:07:00,1,32.0
ARRIVAL,DY,DY645,BGO,D,12,,2016-03-01T20:35:00,2016-03-01T20:33:00,2016-03-01T20:35:00,1,0.0
ARRIVAL,SK,SK4431,TOS,D,22,,2016-03-01T20:35:00,2016-03-01T20:38:00,2016-03-01T20:39:00,1,4.0
ARRIVAL,SK,SK810,LHR,I,53,,2016-03-01T20:40:00,2016-03-01T20:35:00,2016-03-01T20:41:00,1,1.0
DEPARTURE,DY,DY338,BDU,D,B5,,2016-03-01T20:45:00,2016-03-01T20:59:00,2016-03-01T20:45:00,1,0.0
DEPARTURE,DY,DY548,SVG,D,A4,,2016-03-01T20:45:00,2016-03-01T21:02:00,2016-03-01T20:55:00,1,10.0
ARRIVAL,SK,SK4123,BOO,D,177,,2016-03-01T20:45:00,2016-03-01T20:43:00,2016-03-01T20:46:00,1,1.0
DEPARTURE,DY,DY1198,HEL,S,E14,,2016-03-01T20:50:00,2016-03-01T21:13:00,2016-03-01T20:48:00,1,-2.0
DEPARTURE,EW,EW4197,HAM,S,E17,,2016-03-01T20:50:00,2016-03-01T20:48:00,2016-03-01T20:40:00,1,-10.0
DEPARTURE,SK,SK1475,CPH,S,E13,,2016-03-01T20:50:00,2016-03-01T21:02:00,2016-03-01T20:49:00,1,-1.0
ARRIVAL,SK,SK1483,ARN,S,45,,2016-03-01T20:50:00,2016-03-01T20:47:00,2016-03-01T20:56:00,1,6.0
ARRIVAL,SK,SK828,AMS,S,48,,2016-03-01T20:50:00,2016-03-01T20:49:00,2016-03-01T20:55:00,1,5.0
ARRIVAL,SK,SK4746,BRU,S,18,,2016-03-01T20:55:00,2016-03-01T20:52:00,2016-03-01T20:55:00,1,0.0
ARRIVAL,AF,AF1274,CDG,S,93,,2016-03-01T21:00:00,2016-03-01T20:54:00,2016-03-01T21:03:00,1,3.0
DEPARTURE,DY,DY196,HAU,D,A22,,2016-03-01T21:00:00,2016-03-01T22:11:00,2016-03-01T22:28:00,1,88.0
ARRIVAL,DY,DY355,BOO,D,15,,2016-03-01T21:00:00,2016-03-01T20:45:00,2016-03-01T20:50:00,1,-10.0
DEPARTURE,DY,DY390,TOS,D,A10,,2016-03-01T21:00:00,2016-03-01T21:16:00,2016-03-01T20:56:00,1,-4.0
DEPARTURE,DY,DY418,AES,D,A6,,2016-03-01T21:00:00,2016-03-01T21:20:00,2016-03-01T20:59:00,1,-1.0
ARRIVAL,SU,SU2534,SVO,I,49,C,2016-03-01T21:05:00,,,1,inf
DEPARTURE,DY,DY436,MOL,D,B4,,2016-03-01T21:10:00,2016-03-01T21:43:00,2016-03-01T21:26:00,1,16.0
ARRIVAL,WF,WF182,HOV,D,3,,2016-03-01T21:10:00,2016-03-01T21:20:00,2016-03-01T21:24:00,1,14.0
ARRIVAL,SK,SK819,DUS,S,44,,2016-03-01T21:20:00,2016-03-01T21:22:00,2016-03-01T21:26:00,1,6.0
ARRIVAL,LH,LH2456,MUC,S,41,,2016-03-01T21:25:00,2016-03-01T21:53:00,2016-03-01T22:01:00,1,36.0
ARRIVAL,SK,SK1331,AES,D,13,,2016-03-01T21:25:00,2016-03-01T21:18:00,2016-03-01T21:23:00,1,-2.0
DEPARTURE,SK,SK1488,ARN,S,E15,,2016-03-01T21:25:00,2016-03-01T22:02:00,2016-03-01T21:43:00,1,18.0
DEPARTURE,DY,DY356,BOO,D,A15,,2016-03-01T21:30:00,2016-03-01T22:12:00,2016-03-01T21:51:00,1,21.0
ARRIVAL,DY,DY387,TOS,D,18,,2016-03-01T21:30:00,2016-03-01T22:06:00,2016-03-01T22:09:00,1,39.0
ARRIVAL,DY,DY777,TRD,D,20,,2016-03-01T21:35:00,2016-03-01T21:28:00,2016-03-01T21:32:00,1,-3.0
ARRIVAL,SK,SK290,BGO,D,26,,2016-03-01T21:35:00,2016-03-01T21:38:00,2016-03-01T21:41:00,1,6.0
ARRIVAL,SK,SK836,CDG,S,46,,2016-03-01T21:35:00,2016-03-01T21:16:00,2016-03-01T21:21:00,1,-14.0
ARRIVAL,WF,WF163,SOG,D,2,,2016-03-01T21:42:00,2016-03-01T21:49:00,2016-03-01T21:52:00,1,10.0
ARRIVAL,DY,DY1109,SXF,S,47,,2016-03-01T21:45:00,2016-03-01T21:47:00,2016-03-01T21:56:00,1,11.0
DEPARTURE,SK,SK1334,AES,D,A24,,2016-03-01T21:45:00,2016-03-01T22:28:00,2016-03-01T21:58:00,1,13.0
DEPARTURE,SK,SK227,KRS,D,A8,,2016-03-01T21:45:00,2016-03-01T21:55:00,2016-03-01T21:46:00,1,1.0
DEPARTURE,SK,SK2309,KSU,D,A6,,2016-03-01T21:45:00,2016-03-01T22:23:00,2016-03-01T21:51:00,1,6.0
DEPARTURE,SK,SK295,BGO,D,A6,,2016-03-01T21:45:00,2016-03-01T22:52:00,2016-03-01T22:35:00,1,50.0
DEPARTURE,SK,SK382,TRD,D,A21,,2016-03-01T21:45:00,2016-03-01T22:25:00,2016-03-01T21:57:00,1,12.0
DEPARTURE,SK,SK4051,SVG,D,A12,,2016-03-01T21:45:00,2016-03-01T22:19:00,2016-03-01T21:57:00,1,12.0
DEPARTURE,SK,SK4438,TOS,D,B1,,2016-03-01T21:45:00,2016-03-01T22:31:00,2016-03-01T22:14:00,1,29.0
ARRIVAL,WF,WF196,FDE,D,7,,2016-03-01T21:45:00,2016-03-01T22:03:00,2016-03-01T22:06:00,1,21.0
ARRIVAL,WF,WF337,GOT,S,43,,2016-03-01T21:45:00,2016-03-01T21:40:00,2016-03-01T21:46:00,1,1.0
ARRIVAL,D8,D82808,LGW,I,51,,2016-03-01T21:50:00,2016-03-01T21:55:00,2016-03-01T22:03:00,1,13.0
ARRIVAL,DY,DY369,EVE,D,16,,2016-03-01T21:50:00,2016-03-01T21:51:00,2016-03-01T21:53:00,1,3.0
ARRIVAL,SK,SK1472,CPH,S,40,,2016-03-01T21:50:00,2016-03-01T22:08:00,2016-03-01T22:11:00,1,21.0
ARRIVAL,DY,DY1785,FNC,S,38,,2016-03-01T21:55:00,2016-03-01T21:47:00,2016-03-01T21:51:00,1,-4.0
DEPARTURE,WF,WF132,FRO,D,A27,,2016-03-01T21:55:00,2016-03-01T22:29:00,2016-03-01T22:20:00,1,25.0
DEPARTURE,DY,DY550,SVG,D,B3,,2016-03-01T22:00:00,2016-03-01T22:38:00,2016-03-01T22:02:00,1,2.0
DEPARTURE,DY,DY638,BGO,D,A12,,2016-03-01T22:00:00,2016-03-01T22:51:00,2016-03-01T22:34:00,1,34.0
DEPARTURE,DY,DY776,TRD,D,A10,,2016-03-01T22:00:00,2016-03-01T22:26:00,2016-03-01T22:06:00,1,6.0
DEPARTURE,SK,SK324,HAU,D,A19,,2016-03-01T22:05:00,2016-03-01T22:39:00,2016-03-01T22:03:00,1,-2.0
ARRIVAL,SK,SK897,ARN,S,45,,2016-03-01T22:10:00,2016-03-01T23:35:00,2016-03-01T23:41:00,1,91.0
DEPARTURE,WF,WF185,HOV,D,A26,,2016-03-01T22:10:00,2016-03-01T22:31:00,2016-03-01T22:20:00,1,10.0
ARRIVAL,WF,WF129,FRO,D,3,,2016-03-01T22:15:00,2016-03-01T22:45:00,2016-03-01T22:47:00,1,32.0
DEPARTURE,WF,WF195,FDE,D,A25,,2016-03-01T22:15:00,2016-03-01T22:31:00,2016-03-01T22:25:00,1,10.0
ARRIVAL,KL,KL1151,AMS,S,44,,2016-03-01T22:20:00,2016-03-01T22:30:00,2016-03-01T22:36:00,1,16.0
ARRIVAL,SK,SK4698,LPA,S,39,,2016-03-01T22:25:00,2016-03-01T22:14:00,2016-03-01T22:22:00,1,-3.0
ARRIVAL,DY,DY951,CPH,S,42,,2016-03-01T22:30:00,2016-03-01T22:25:00,2016-03-01T22:29:00,1,-1.0
ARRIVAL,SK,SK385,TRD,D,175,,2016-03-01T22:30:00,2016-03-01T23:49:00,2016-03-01T23:50:00,1,80.0
ARRIVAL,SK,SK812,LHR,I,50,,2016-03-01T22:40:00,2016-03-01T22:27:00,2016-03-01T22:31:00,1,-9.0
DEPARTURE,SK,SK299,BGO,D,A15,,2016-03-01T22:45:00,2016-03-01T22:55:00,2016-03-01T22:46:00,1,1.0
DEPARTURE,SK,SK386,TRD,D,B7,,2016-03-01T22:45:00,2016-03-02T00:39:00,2016-03-02T00:20:00,1,95.0
ARRIVAL,SK,SK4437,TOS,D,22,,2016-03-01T22:45:00,2016-03-01T23:16:00,2016-03-01T23:18:00,1,33.0
ARRIVAL,DY,DY1497,ORY,S,50,,2016-03-01T22:50:00,2016-03-01T23:54:00,2016-03-02T00:02:00,1,72.0
ARRIVAL,DY,DY999,BLL,S,49,,2016-03-01T22:50:00,2016-03-01T23:58:00,2016-03-02T00:05:00,1,75.0
ARRIVAL,SN,SN2287,BRU,S,,,2016-03-01T22:50:00,2016-03-01T22:48:00,2016-03-01T22:55:00,1,5.0
ARRIVAL,BA,BA770,LHR,I,53,,2016-03-01T22:55:00,2016-03-01T22:39:00,2016-03-01T22:46:00,1,-9.0
ARRIVAL,DY,DY1803,AGP,S,40,,2016-03-01T23:10:00,2016-03-01T23:01:00,2016-03-01T23:04:00,1,-6.0
ARRIVAL,DY,DY1259,AMS,S,46,,2016-03-01T23:15:00,2016-03-01T23:14:00,2016-03-01T23:18:00,1,3.0
ARRIVAL,LH,LH864,FRA,S,42,,2016-03-01T23:40:00,2016-03-01T23:39:00,2016-03-01T23:45:00,1,5.0
DEPARTURE,SU,SU2535,SVO,I,,C,2016-03-01T23:40:00,,,1,inf
ARRIVAL,SK,SK1474,CPH,S,47,,2016-03-01T23:55:00,2016-03-01T23:50:00,2016-03-01T23:54:00,1,-1.0
ARRIVAL,DY,DY1783,FAO,S,40,,2016-03-02T00:20:00,2016-03-02T01:10:00,2016-03-02T01:20:00,2,60.0
ARRIVAL,SK,SK4497,LYR,I,49,,2016-04-01T05:25:00,2016-04-01T04:53:00,2016-04-01T05:05:00,4,-20.0
DEPARTURE,LH,LH865,FRA,S,E10,,2016-04-01T06:05:00,2016-04-01T06:29:00,2016-04-01T06:10:00,4,5.0
DEPARTURE,SK,SK4675,ALC,S,E8,,2016-04-01T06:05:00,2016-04-01T06:17:00,2016-04-01T06:05:00,4,0.0
DEPARTURE,SK,SK1461,CPH,S,E19,,2016-04-01T06:10:00,2016-04-01T06:19:00,2016-04-01T06:05:00,4,-5.0
DEPARTURE,WF,WF162,SOG,D,A26,,2016-04-01T06:20:00,2016-04-01T06:16:00,2016-04-01T06:12:00,4,-8.0
DEPARTURE,KL,KL1140,AMS,S,E11,,2016-04-01T06:25:00,2016-04-01T06:49:00,2016-04-01T06:26:00,4,1.0
DEPARTURE,SK,SK4683,AGP,S,E16,,2016-04-01T06:25:00,2016-04-01T06:40:00,2016-04-01T06:25:00,4,0.0
DEPARTURE,AF,AF1275,CDG,S,E12,,2016-04-01T06:35:00,2016-04-01T07:53:00,2016-04-01T07:33:00,4,58.0
DEPARTURE,SN,SN2288,BRU,S,,C,2016-04-01T06:40:00,,,4,inf
DEPARTURE,OS,OS332,VIE,S,E13,,2016-04-01T06:45:00,2016-04-01T07:09:00,2016-04-01T06:45:00,4,0.0
DEPARTURE,DY,DY602,BGO,D,A20,,2016-04-01T07:00:00,2016-04-01T07:06:00,2016-04-01T06:53:00,4,-7.0
ARRIVAL,SK,SK236,BGO,D,,C,2016-04-01T07:00:00,,,4,inf
ARRIVAL,SK,SK335,TRD,D,13,,2016-04-01T07:05:00,2016-04-01T06:57:00,2016-04-01T06:59:00,4,-6.0
ARRIVAL,SK,SK4002,SVG,D,20,,2016-04-01T07:05:00,2016-04-01T07:04:00,2016-04-01T07:06:00,4,1.0
DEPARTURE,DY,DY740,TRD,D,A14,,2016-04-01T07:10:00,2016-04-01T07:15:00,2016-04-01T07:07:00,4,-3.0
ARRIVAL,SK,SK1311,AES,D,24,,2016-04-01T07:10:00,2016-04-01T06:53:00,2016-04-01T06:56:00,4,-14.0
DEPARTURE,SK,SK1463,CPH,S,E17,,2016-04-01T07:10:00,2016-04-01T07:12:00,2016-04-01T07:02:00,4,-8.0
ARRIVAL,SK,SK204,KRS,D,43,,2016-04-01T07:10:00,2016-04-01T07:18:00,2016-04-01T07:21:00,4,11.0
ARRIVAL,SK,SK305,HAU,D,12,,2016-04-01T07:10:00,2016-04-01T06:59:00,2016-04-01T07:02:00,4,-8.0
DEPARTURE,D8,D82801,LGW,I,F18,,2016-04-01T07:20:00,2016-04-01T07:50:00,2016-04-01T07:38:00,4,18.0
DEPARTURE,DY,DY1040,KRK,S,E10,,2016-04-01T07:20:00,2016-04-01T07:21:00,2016-04-01T07:11:00,4,-9.0
ARRIVAL,DY,DY1187,HEL,S,41,,2016-04-01T07:20:00,2016-04-01T07:14:00,2016-04-01T07:16:00,4,-4.0
ARRIVAL,DY,DY521,SVG,D,15,,2016-04-01T07:20:00,2016-04-01T07:23:00,2016-04-01T07:26:00,4,6.0
ARRIVAL,SK,SK4103,BOO,D,181,,2016-04-01T07:25:00,2016-04-01T07:20:00,2016-04-01T07:22:00,4,-3.0
ARRIVAL,WF,WF172,HOV,D,7,,2016-04-01T07:25:00,2016-04-01T07:21:00,2016-04-01T07:25:00,4,0.0
ARRIVAL,SK,SK2302,KSU,D,26,,2016-04-01T07:30:00,2016-04-01T08:32:00,2016-04-01T08:39:00,4,69.0
ARRIVAL,WF,WF186,FDE,D,3,,2016-04-01T07:30:00,2016-04-01T07:25:00,2016-04-01T07:29:00,4,-1.0
ARRIVAL,DY,DY601,BGO,D,11,,2016-04-01T07:35:00,2016-04-01T07:16:00,2016-04-01T07:19:00,4,-16.0
ARRIVAL,DY,DY741,TRD,D,16,,2016-04-01T07:35:00,2016-04-01T07:26:00,2016-04-01T07:28:00,4,-7.0
DEPARTURE,DY,DY1102,SXF,S,E9,,2016-04-01T07:40:00,2016-04-01T08:03:00,2016-04-01T07:48:00,4,8.0
ARRIVAL,DY,DY421,MOL,D,14,,2016-04-01T07:40:00,2016-04-01T07:45:00,2016-04-01T07:48:00,4,8.0
DEPARTURE,DY,DY804,ARN,S,E16,,2016-04-01T07:40:00,2016-04-01T07:47:00,2016-04-01T07:33:00,4,-7.0
DEPARTURE,DY,DY932,CPH,S,E14,,2016-04-01T07:40:00,2016-04-01T07:54:00,2016-04-01T07:40:00,4,0.0
DEPARTURE,LH,LH2457,MUC,S,E15,,2016-04-01T07:40:00,2016-04-01T08:04:00,2016-04-01T07:38:00,4,-2.0
DEPARTURE,SK,SK1314,AES,D,A10,,2016-04-01T07:40:00,2016-04-01T07:49:00,2016-04-01T07:38:00,4,-2.0
DEPARTURE,SK,SK4009,SVG,D,A8,,2016-04-01T07:40:00,2016-04-01T07:52:00,2016-04-01T07:37:00,4,-3.0
ARRIVAL,SK,SK4515,MOL,D,177,,2016-04-01T07:40:00,2016-04-01T08:05:00,2016-04-01T08:11:00,4,31.0
ARRIVAL,WF,WF051,RRS,D,2,,2016-04-01T07:40:00,2016-04-01T07:33:00,2016-04-01T07:37:00,4,-3.0
DEPARTURE,DY,DY402,AES,D,A12,,2016-04-01T07:45:00,2016-04-01T07:57:00,2016-04-01T07:42:00,4,-3.0
DEPARTURE,SK,SK482,ARN,S,E8,,2016-04-01T07:45:00,2016-04-01T08:07:00,2016-04-01T07:47:00,4,2.0
ARRIVAL,DY,DY271,KRS,D,176,,2016-04-01T07:50:00,2016-04-01T07:30:00,2016-04-01T07:34:00,4,-16.0
ARRIVAL,SK,SK238,BGO,D,12,,2016-04-01T07:50:00,2016-04-01T07:41:00,2016-04-01T07:43:00,4,-7.0
DEPARTURE,BA,BA761,LHR,I,F23,,2016-04-01T07:55:00,2016-04-01T08:20:00,2016-04-01T07:54:00,4,-1.0
ARRIVAL,DY,DY181,HAU,D,175,,2016-04-01T07:55:00,2016-04-01T07:37:00,2016-04-01T07:41:00,4,-14.0
ARRIVAL,DY,DY401,AES,D,9,,2016-04-01T07:55:00,2016-04-01T07:39:00,2016-04-01T07:42:00,4,-13.0
DEPARTURE,DY,DY524,SVG,D,A15,,2016-04-01T07:55:00,2016-04-01T07:58:00,2016-04-01T07:45:00,4,-10.0
ARRIVAL,SK,SK1313,AES,D,42,,2016-04-01T07:55:00,2016-04-01T07:34:00,2016-04-01T07:39:00,4,-16.0
ARRIVAL,SK,SK4004,SVG,D,22,,2016-04-01T07:55:00,2016-04-01T07:50:00,2016-04-01T07:53:00,4,-2.0
DEPARTURE,SK,SK4406,TOS,D,A24,,2016-04-01T07:55:00,2016-04-01T08:06:00,2016-04-01T07:54:00,4,-1.0
DEPARTURE,SK,SK803,LHR,I,F19,,2016-04-01T07:55:00,2016-04-01T08:10:00,2016-04-01T07:56:00,4,1.0
DEPARTURE,WF,WF187,FDE,D,A27,,2016-04-01T07:55:00,2016-04-01T08:00:00,2016-04-01T07:54:00,4,-1.0
ARRIVAL,DY,DY4103,ARN,S,45,,2016-04-01T08:00:00,2016-04-01T07:46:00,2016-04-01T07:48:00,4,-12.0
DEPARTURE,DY,DY604,BGO,D,A21,,2016-04-01T08:00:00,2016-04-01T08:07:00,2016-04-01T07:55:00,4,-5.0
DEPARTURE,DY,DY742,TRD,D,A14,,2016-04-01T08:00:00,2016-04-01T08:02:00,2016-04-01T07:51:00,4,-9.0
ARRIVAL,JP,JP7133,TLL,S,93,,2016-04-01T08:00:00,2016-04-01T07:36:00,2016-04-01T07:40:00,4,-20.0
DEPARTURE,SK,SK2301,KSU,D,A18,,2016-04-01T08:00:00,2016-04-01T08:46:00,2016-04-01T08:31:00,4,31.0
DEPARTURE,SK,SK251,BGO,D,B1,,2016-04-01T08:00:00,2016-04-01T08:13:00,2016-04-01T08:01:00,4,1.0
DEPARTURE,SK,SK332,TRD,D,A19,,2016-04-01T08:00:00,2016-04-01T08:09:00,2016-04-01T07:56:00,4,-4.0
ARRIVAL,SK,SK485,ARN,S,38,,2016-04-01T08:00:00,2016-04-01T08:01:00,2016-04-01T08:03:00,4,3.0
DEPARTURE,SK,SK835,CDG,S,E13,,2016-04-01T08:00:00,2016-04-01T08:15:00,2016-04-01T08:06:00,4,6.0
DEPARTURE,WF,WF173,HOV,D,A25,,2016-04-01T08:00:00,2016-04-01T07:59:00,2016-04-01T07:54:00,4,-6.0
ARRIVAL,AY,AY651,HEL,S,182,,2016-04-01T08:05:00,2016-04-01T07:55:00,2016-04-01T07:57:00,4,-8.0
ARRIVAL,SK,SK208,KRS,D,20,,2016-04-01T08:05:00,2016-04-01T07:57:00,2016-04-01T08:01:00,4,-4.0
ARRIVAL,SK,SK1900,BLL,S,76,,2016-04-01T08:10:00,2016-04-01T08:25:00,2016-04-01T08:29:00,4,19.0
ARRIVAL,SK,SK2707,HEL,S,95,,2016-04-01T08:10:00,2016-04-01T08:00:00,2016-04-01T08:04:00,4,-6.0
ARRIVAL,SK,SK309,HAU,D,39,,2016-04-01T08:10:00,2016-04-01T08:03:00,2016-04-01T08:07:00,4,-3.0
ARRIVAL,SK,SK341,TRD,D,174,,2016-04-01T08:10:00,2016-04-01T07:54:00,2016-04-01T07:57:00,4,-13.0
DEPARTURE,SK,SK4743,BRU,S,,C,2016-04-01T08:10:00,,,4,inf
DEPARTURE,SK,SK308,HAU,D,A4,,2016-04-01T08:15:00,2016-04-01T08:34:00,2016-04-01T08:20:00,4,5.0
DEPARTURE,SK,SK4609,MAN,I,F21,,2016-04-01T08:15:00,2016-04-01T08:26:00,2016-04-01T08:15:00,4,0.0
DEPARTURE,WF,WF324,GOT,S,E3,,2016-04-01T08:15:00,2016-04-01T08:19:00,2016-04-01T08:10:00,4,-5.0
ARRIVAL,WF,WF144,SOG,D,3,,2016-04-01T08:17:00,2016-04-01T08:04:00,2016-04-01T08:07:00,4,-10.0
DEPARTURE,DY,DY182,HAU,D,B4,,2016-04-01T08:20:00,2016-04-01T08:23:00,2016-04-01T08:14:00,4,-6.0
ARRIVAL,DY,DY361,EVE,D,13,,2016-04-01T08:20:00,2016-04-01T08:11:00,2016-04-01T08:15:00,4,-5.0
DEPARTURE,DY,DY422,MOL,D,A23,,2016-04-01T08:20:00,2016-04-01T08:24:00,2016-04-01T08:15:00,4,-5.0
ARRIVAL,DY,DY523,SVG,D,24,,2016-04-01T08:20:00,2016-04-01T08:14:00,2016-04-01T08:17:00,4,-3.0
DEPARTURE,OK,OK7468,FAO,S,E6,,2016-04-01T08:20:00,2016-04-01T10:22:00,2016-04-01T10:09:00,4,109.0
DEPARTURE,SK,SK4011,SVG,D,B2,,2016-04-01T08:20:00,2016-04-01T08:46:00,2016-04-01T08:39:00,4,19.0
DEPARTURE,SK,SK821,AMS,S,E10,,2016-04-01T08:20:00,2016-04-01T08:31:00,2016-04-01T08:21:00,4,1.0
ARRIVAL,DY,DY3221,CPH,S,43,,2016-04-01T08:25:00,2016-04-01T08:14:00,2016-04-01T08:16:00,4,-9.0
DEPARTURE,DY,DY370,TOS,D,A20,,2016-04-01T08:25:00,2016-04-01T08:36:00,2016-04-01T08:27:00,4,2.0
ARRIVAL,DY,DY371,TOS,D,10,,2016-04-01T08:25:00,2016-04-01T08:09:00,2016-04-01T08:13:00,4,-12.0
ARRIVAL,DY,DY605,BGO,D,15,,2016-04-01T08:25:00,2016-04-01T08:09:00,2016-04-01T08:13:00,4,-12.0
ARRIVAL,DY,DY745,TRD,D,9,,2016-04-01T08:25:00,2016-04-01T08:27:00,2016-04-01T08:29:00,4,4.0
ARRIVAL,SK,SK4079,EVE,D,178,,2016-04-01T08:25:00,2016-04-01T08:21:00,2016-04-01T08:24:00,4,-1.0
DEPARTURE,DY,DY270,KRS,D,B3,,2016-04-01T08:30:00,2016-04-01T08:31:00,2016-04-01T08:22:00,4,-8.0
ARRIVAL,DY,DY331,BDU,D,11,,2016-04-01T08:30:00,2016-04-01T08:18:00,2016-04-01T08:20:00,4,-10.0
ARRIVAL,DY,DY341,BOO,D,16,,2016-04-01T08:30:00,2016-04-01T08:20:00,2016-04-01T08:24:00,4,-6.0
DEPARTURE,DY,DY4104,ARN,S,E15,,2016-04-01T08:30:00,2016-04-01T08:38:00,2016-04-01T08:28:00,4,-2.0
DEPARTURE,SK,SK4104,BOO,D,A8,,2016-04-01T08:30:00,2016-04-01T08:40:00,2016-04-01T08:30:00,4,0.0
ARRIVAL,SK,SK4403,TOS,D,18,,2016-04-01T08:30:00,2016-04-01T08:17:00,2016-04-01T08:20:00,4,-10.0
ARRIVAL,SK,SK454,CPH,S,48,,2016-04-01T08:30:00,2016-04-01T08:29:00,2016-04-01T08:32:00,4,2.0
DEPARTURE,SK,SK336,TRD,D,A10,,2016-04-01T08:35:00,2016-04-01T08:42:00,2016-04-01T08:34:00,4,-1.0
ARRIVAL,SK,SK4105,BOO,D,14,,2016-04-01T08:35:00,2016-04-01T08:29:00,2016-04-01T08:33:00,4,-2.0
DEPARTURE,SK,SK480,ARN,S,E8,,2016-04-01T08:35:00,2016-04-01T08:43:00,2016-04-01T08:30:00,4,-5.0
ARRIVAL,EZ,BA8277,AAL,S,96,,2016-04-01T08:40:00,2016-04-01T08:38:00,2016-04-01T08:42:00,4,2.0
DEPARTURE,SK,SK1901,BLL,S,E6,,2016-04-01T08:40:00,2016-04-01T09:08:00,2016-04-01T08:52:00,4,12.0
DEPARTURE,SK,SK4082,EVE,D,B5,,2016-04-01T08:40:00,2016-04-01T08:55:00,2016-04-01T08:44:00,4,4.0
DEPARTURE,SK,SK4613,ABZ,I,F28,,2016-04-01T08:40:00,2016-04-01T08:58:00,2016-04-01T08:49:00,4,9.0
ARRIVAL,KL,KL1141,AMS,S,45,,2016-04-01T08:45:00,2016-04-01T08:42:00,2016-04-01T08:44:00,4,-1.0
ARRIVAL,SK,SK843,ARN,S,40,,2016-04-01T08:45:00,2016-04-01T08:37:00,2016-04-01T08:40:00,4,-5.0
ARRIVAL,SK,SK4008,SVG,D,22,,2016-04-01T08:50:00,2016-04-01T08:43:00,2016-04-01T08:46:00,4,-4.0
DEPARTURE,DY,DY340,BOO,D,B8,,2016-04-01T08:55:00,2016-04-01T08:56:00,2016-04-01T08:46:00,4,-9.0
DEPARTURE,DY,DY360,EVE,D,A19,,2016-04-01T08:55:00,2016-04-01T09:10:00,2016-04-01T08:53:00,4,-2.0
DEPARTURE,DY,DY396,LYR,I,F23,,2016-04-01T08:55:00,2016-04-01T09:20:00,2016-04-01T08:57:00,4,2.0
DEPARTURE,DY,DY526,SVG,D,A6,,2016-04-01T08:55:00,2016-04-01T09:02:00,2016-04-01T08:53:00,4,-2.0
DEPARTURE,DY,DY606,BGO,D,B7,,2016-04-01T08:55:00,2016-04-01T09:11:00,2016-04-01T09:00:00,4,5.0
DEPARTURE,DY,DY744,TRD,D,B6,,2016-04-01T08:55:00,2016-04-01T09:23:00,2016-04-01T09:06:00,4,11.0
ARRIVAL,SK,SK246,BGO,D,38,,2016-04-01T08:55:00,2016-04-01T08:40:00,2016-04-01T08:44:00,4,-11.0
DEPARTURE,SK,SK4472,KKN,D,A22,,2016-04-01T08:55:00,2016-04-01T09:07:00,2016-04-01T08:54:00,4,-1.0
DEPARTURE,SK,SK4703,NCE,S,E9,,2016-04-01T08:55:00,2016-04-01T09:15:00,2016-04-01T09:03:00,4,8.0
DEPARTURE,WF,WF145,SOG,D,A27,,2016-04-01T08:55:00,2016-04-01T09:04:00,2016-04-01T08:55:00,4,0.0
ARRIVAL,BT,BT151,RIX,S,183,,2016-04-01T09:00:00,2016-04-01T08:45:00,2016-04-01T08:49:00,4,-11.0
