DEP_ARR,AIRLINE_IATA,FLIGHT_ID,TO_FROM,INT_DOM_SCHENGEN,GATE_STAND,CANCELLED,SOBT_SIBT,ATOT_ALDT,AOBT_AIBT,WEEKDAY,DELAY
DEPARTURE,DY,DY1740,BCN,S,E11,,2016-04-01T09:00:00,2016-04-01T09:41:00,2016-04-01T09:09:00,4,9.0
DEPARTURE,DY,DY330,BDU,D,A21,,2016-04-01T09:00:00,2016-04-01T09:01:00,2016-04-01T08:50:00,4,-10.0
DEPARTURE,JP,JP7134,TLL,S,E4,,2016-04-01T09:00:00,2016-04-01T08:56:00,2016-04-01T08:53:00,4,-7.0
DEPARTURE,DY,DY3222,CPH,S,E13,,2016-04-01T09:05:00,2016-04-01T09:13:00,2016-04-01T09:03:00,4,-2.0
DEPARTURE,EZ,BA8278,AAL,S,E24,,2016-04-01T09:05:00,2016-04-01T09:06:00,2016-04-01T09:02:00,4,-3.0
DEPARTURE,SK,SK4685,BCN,S,E14,,2016-04-01T09:05:00,2016-04-01T09:47:00,2016-04-01T09:10:00,4,5.0
ARRIVAL,LX,LX1210,ZRH,S,95,,2016-04-01T09:10:00,2016-04-01T09:08:00,2016-04-01T09:15:00,4,5.0
DEPARTURE,SK,SK4755,FRA,S,E12,,2016-04-01T09:10:00,2016-04-01T09:21:00,2016-04-01T09:12:00,4,2.0
ARRIVAL,SK,SK345,TRD,D,176,,2016-04-01T09:15:00,2016-04-01T09:13:00,2016-04-01T09:17:00,4,2.0
DEPARTURE,SK,SK455,CPH,S,E18,,2016-04-01T09:15:00,2016-04-01T09:40:00,2016-04-01T09:25:00,4,10.0
DEPARTURE,DY,DY310,KKN,D,A15,,2016-04-01T09:20:00,2016-04-01T09:21:00,2016-04-01T09:12:00,4,-8.0
DEPARTURE,DY,DY320,ALF,D,A14,,2016-04-01T09:20:00,2016-04-01T09:36:00,2016-04-01T09:28:00,4,8.0
DEPARTURE,LH,LH859,FRA,S,E16,,2016-04-01T09:20:00,2016-04-01T09:44:00,2016-04-01T09:20:00,4,0.0
ARRIVAL,SK,SK1462,CPH,S,43,,2016-04-01T09:20:00,2016-04-01T09:18:00,2016-04-01T09:21:00,4,1.0
ARRIVAL,SK,SK248,BGO,D,13,,2016-04-01T09:20:00,2016-04-01T09:03:00,2016-04-01T09:06:00,4,-14.0
ARRIVAL,SK,SK4010,SVG,D,24,,2016-04-01T09:20:00,2016-04-01T09:10:00,2016-04-01T09:14:00,4,-6.0
DEPARTURE,SK,SK864,ARN,S,E10,,2016-04-01T09:20:00,2016-04-01T09:29:00,2016-04-01T09:19:00,4,-1.0
ARRIVAL,WF,WF125,FRO,D,3,,2016-04-01T09:20:00,2016-04-01T08:58:00,2016-04-01T09:01:00,4,-19.0
DEPARTURE,BT,BT152,RIX,S,E3,,2016-04-01T09:25:00,2016-04-01T09:37:00,2016-04-01T09:24:00,4,-1.0
ARRIVAL,DY,DY609,BGO,D,39,,2016-04-01T09:25:00,2016-04-01T09:01:00,2016-04-01T09:09:00,4,-16.0
ARRIVAL,DY,DY749,TRD,D,44,,2016-04-01T09:25:00,2016-04-01T09:12:00,2016-04-01T09:17:00,4,-8.0
DEPARTURE,SK,SK211,KRS,D,A8,,2016-04-01T09:25:00,2016-04-01T09:25:00,2016-04-01T09:19:00,4,-6.0
DEPARTURE,KL,KL1142,AMS,S,E15,,2016-04-01T09:30:00,2016-04-01T09:36:00,2016-04-01T09:26:00,4,-4.0
DEPARTURE,DY,DY1156,MUC,S,E7,,2016-04-01T09:40:00,2016-04-01T09:53:00,2016-04-01T09:45:00,4,5.0
DEPARTURE,LX,LX1211,ZRH,S,E5,,2016-04-01T09:45:00,2016-04-01T10:00:00,2016-04-01T09:52:00,4,7.0
DEPARTURE,SK,SK4787,KEF,S,E17,,2016-04-01T09:45:00,2016-04-01T09:56:00,2016-04-01T09:44:00,4,-1.0
DEPARTURE,WF,WF794,SSJ,D,A17,,2016-04-01T09:45:00,2016-04-01T09:55:00,2016-04-01T09:46:00,4,1.0
ARRIVAL,DY,DY527,SVG,D,14,,2016-04-01T09:50:00,2016-04-01T09:48:00,2016-04-01T09:51:00,4,1.0
DEPARTURE,SK,SK4017,SVG,D,A6,,2016-04-01T09:50:00,2016-04-01T09:57:00,2016-04-01T09:49:00,4,-1.0
ARRIVAL,DY,DY323,TOS,D,49,,2016-04-01T09:55:00,2016-04-01T09:38:00,2016-04-01T09:40:00,4,-15.0
ARRIVAL,SK,SK1315,AES,D,20,,2016-04-01T09:55:00,2016-04-01T09:43:00,2016-04-01T09:45:00,4,-10.0
DEPARTURE,SK,SK338,TRD,D,A19,,2016-04-01T09:55:00,2016-04-01T10:05:00,2016-04-01T09:58:00,4,3.0
DEPARTURE,DY,DY1404,NCE,S,E9,,2016-04-01T10:00:00,2016-04-01T10:07:00,2016-04-01T09:54:00,4,-6.0
DEPARTURE,DY,DY1502,PRG,S,E14,,2016-04-01T10:00:00,2016-04-01T10:06:00,2016-04-01T09:54:00,4,-6.0
DEPARTURE,SK,SK1455,CPH,S,E13,,2016-04-01T10:00:00,2016-04-01T10:12:00,2016-04-01T10:03:00,4,3.0
ARRIVAL,DY,DY403,AES,D,41,,2016-04-01T10:05:00,2016-04-01T09:46:00,2016-04-01T09:50:00,4,-15.0
DEPARTURE,SK,SK4759,MUC,S,E8,,2016-04-01T10:05:00,2016-04-01T10:17:00,2016-04-01T10:02:00,4,-3.0
ARRIVAL,DY,DY805,ARN,S,40,,2016-04-01T10:10:00,2016-04-01T10:05:00,2016-04-01T10:08:00,4,-2.0
ARRIVAL,SK,SK252,BGO,D,15,,2016-04-01T10:10:00,2016-04-01T10:07:00,2016-04-01T10:09:00,4,-1.0
DEPARTURE,SK,SK4490,LYR,I,F23,,2016-04-01T10:10:00,2016-04-01T10:28:00,2016-04-01T10:18:00,4,8.0
ARRIVAL,WF,WF188,FDE,D,7,,2016-04-01T10:10:00,2016-04-01T10:03:00,2016-04-01T10:07:00,4,-3.0
ARRIVAL,DY,DY611,BGO,D,18,,2016-04-01T10:15:00,2016-04-01T09:52:00,2016-04-01T09:55:00,4,-20.0
ARRIVAL,DY,DY751,TRD,D,24,,2016-04-01T10:15:00,2016-04-01T10:13:00,2016-04-01T10:14:00,4,-1.0
ARRIVAL,SK,SK2304,KSU,D,22,,2016-04-01T10:15:00,2016-04-01T10:26:00,2016-04-01T10:28:00,4,13.0
ARRIVAL,SK,SK347,TRD,D,16,,2016-04-01T10:15:00,2016-04-01T10:02:00,2016-04-01T10:04:00,4,-11.0
ARRIVAL,SK,SK802,LHR,I,46,,2016-04-01T10:15:00,2016-04-01T10:04:00,2016-04-01T10:05:00,4,-10.0
ARRIVAL,SK,SK4409,TOS,D,45,,2016-04-01T10:20:00,2016-04-01T10:09:00,2016-04-01T10:12:00,4,-8.0
ARRIVAL,SK,SK483,ARN,S,43,,2016-04-01T10:20:00,2016-04-01T10:15:00,2016-04-01T10:17:00,4,-3.0
ARRIVAL,TK,TK1751,IST,I,53,,2016-04-01T10:20:00,2016-04-01T10:24:00,2016-04-01T10:27:00,4,7.0
ARRIVAL,SK,SK311,HAU,D,38,,2016-04-01T10:25:00,2016-04-01T10:16:00,2016-04-01T10:18:00,4,-7.0
DEPARTURE,SK,SK4412,TOS,D,A10,,2016-04-01T10:25:00,2016-04-01T10:39:00,2016-04-01T10:31:00,4,6.0
DEPARTURE,SK,SK4603,DUB,I,F18,,2016-04-01T10:25:00,2016-04-01T10:35:00,2016-04-01T10:25:00,4,0.0
ARRIVAL,WF,WF174,HOV,D,2,,2016-04-01T10:25:00,2016-04-01T10:20:00,2016-04-01T10:24:00,4,-1.0
ARRIVAL,DY,DY933,CPH,S,39,,2016-04-01T10:30:00,2016-04-01T10:27:00,2016-04-01T10:31:00,4,1.0
ARRIVAL,SK,SK4014,SVG,D,26,,2016-04-01T10:30:00,2016-04-01T10:33:00,2016-04-01T10:36:00,4,6.0
DEPARTURE,DY,DY1060,TLL,S,E19,,2016-04-01T10:35:00,2016-04-01T10:37:00,2016-04-01T10:28:00,4,-7.0
ARRIVAL,DY,DY183,HAU,D,47,,2016-04-01T10:35:00,2016-04-01T10:20:00,2016-04-01T10:22:00,4,-13.0
ARRIVAL,DY,DY273,KRS,D,13,,2016-04-01T10:35:00,2016-04-01T10:11:00,2016-04-01T10:14:00,4,-21.0
DEPARTURE,SK,SK257,BGO,D,A15,,2016-04-01T10:35:00,2016-04-01T10:47:00,2016-04-01T10:40:00,4,5.0
DEPARTURE,DY,DY1052,GDN,S,E10,,2016-04-01T10:40:00,2016-04-01T10:50:00,2016-04-01T10:40:00,4,0.0
DEPARTURE,DY,DY1550,BUD,S,E11,,2016-04-01T10:40:00,2016-04-01T10:44:00,2016-04-01T10:35:00,4,-5.0
ARRIVAL,DY,DY423,MOL,D,44,,2016-04-01T10:40:00,2016-04-01T10:22:00,2016-04-01T10:23:00,4,-17.0
DEPARTURE,DY,DY608,BGO,D,A12,,2016-04-01T10:40:00,2016-04-01T10:43:00,2016-04-01T10:36:00,4,-4.0
DEPARTURE,DY,DY748,TRD,D,A6,,2016-04-01T10:40:00,2016-04-01T10:50:00,2016-04-01T10:42:00,4,2.0
ARRIVAL,SK,SK1464,CPH,S,48,,2016-04-01T10:40:00,2016-04-01T10:34:00,2016-04-01T10:37:00,4,-3.0
ARRIVAL,WF,WF325,GOT,S,93,,2016-04-01T10:40:00,2016-04-01T10:31:00,2016-04-01T10:35:00,4,-5.0
